011,Освітні педагогічні науки
012,Дошкільна освіта
013,Початкова освіта
014,Середня освіта (за предметними спеціалізаціями)
015,Професійна освіта (за спеціалізаціями)
016,Спеціальна освіта
053,Психологія
054,Соціологія
224,Технології медичної діагностики та лікування
222,Медицина
225,Медична психологія
227,Фізична реабілітація
229,Громадське здоров'я
231,Соціальна робота
232,Соціальне забезпечення
